shoulder_angle,head_offset_x,head_offset_y,left_wrist_dist,right_wrist_dist,wrist_velocity_avg,zone_motion_score,label
8.0436,0.0152,0.182,0.1974,0.2439,1.7986,0.0576,0
1.5399,0.0538,0.1725,0.2052,0.151,4.0588,0.1104,0
8.9267,0.0536,0.0623,0.6057,0.4316,17.8992,0.2,1
23.5622,0.2048,0.0977,0.3173,0.36,3.5496,0.2,1
12.0,0.0142,0.1192,0.1154,0.176,0.0,0.0432,0
22.0,0.2319,0.0575,0.2684,0.1715,3.8148,0.2012,1
11.4498,0.3647,0.0749,0.2376,0.1225,4.4486,0.2609,1
22.0,0.2306,0.127,0.0837,0.2308,6.6474,0.2,1
6.1442,0.0535,0.1128,0.2227,0.33,1.4541,0.0304,0
6.1816,0.0,0.0264,0.0948,0.1604,1.6551,0.0328,0
1.2547,0.0605,0.1365,0.1645,0.2558,0.872,0.0,0
32.3727,0.2665,0.1145,0.5582,0.3969,27.6648,0.4961,1
4.8841,0.0947,0.0704,0.2102,0.0857,2.5393,0.0628,0
41.0942,0.2947,0.0608,0.4789,0.454,21.2644,0.2747,1
33.7759,0.2351,0.0681,0.1648,0.3038,2.4382,0.3084,1
52.7761,0.379,0.111,0.5976,0.5574,19.7232,0.2123,1
28.0,0.2512,0.0716,0.38,0.6477,18.0211,0.2671,1
22.0,0.1173,0.013,0.1227,0.1538,4.2816,0.2267,1
7.7686,0.0545,0.0807,0.1482,0.172,0.9943,0.0,0
30.8076,0.2779,0.0516,0.4234,0.4311,29.558,0.5615,1
1.8689,0.0855,0.1324,0.1115,0.0887,2.3373,0.0418,0
0.0,0.2839,0.1176,0.0832,0.1924,3.5093,0.1128,1
31.6883,0.1546,0.0484,0.1919,0.1469,0.6963,0.2546,1
7.8473,0.0859,0.0594,0.1237,0.2225,2.0043,0.0466,0
24.2254,0.1561,0.066,0.05,0.1577,4.3618,0.2319,1
2.7194,0.0379,0.1765,0.2131,0.05,3.0045,0.0447,0
1.976,0.0173,0.0976,0.2141,0.2144,6.745,0.0791,0
2.8531,0.1262,0.0336,0.05,0.1774,1.6351,0.0171,0
6.0475,0.03,0.0838,0.2971,0.202,4.0724,0.0446,0
4.9072,0.0,0.0887,0.05,0.0914,0.0,0.0716,0
26.3319,0.199,0.0681,0.3085,0.3173,3.41,0.2521,1
7.4907,0.1193,0.073,0.1437,0.2108,3.8376,0.0486,0
3.3012,0.0784,0.0706,0.2306,0.1614,2.2512,0.014,0
10.1721,0.22,0.0,0.0629,0.2353,10.6767,0.1036,1
4.9681,0.0167,0.1293,0.1547,0.2805,2.9258,0.0654,0
3.7797,0.0649,0.1253,0.313,0.204,3.4349,0.1239,0
7.4511,0.058,0.0991,0.3216,0.1911,3.672,0.028,0
5.767,0.1115,0.1087,0.1433,0.2738,5.516,0.0887,0
3.3244,0.0427,0.0213,0.1204,0.2287,7.779,0.0891,0
4.8056,0.0539,0.1117,0.082,0.2169,2.2884,0.0458,0
0.0,0.0171,0.1551,0.238,0.1858,5.3829,0.1063,0
0.0221,0.0705,0.0794,0.2945,0.35,0.8981,0.1018,0
8.2472,0.0,0.0999,0.5592,0.8105,12.0,0.2,1
11.5666,0.067,0.1031,0.2927,0.0804,0.0,0.1199,0
28.0,0.22,0.0707,0.4876,0.5278,18.7276,0.3151,1
2.8952,0.0484,0.1514,0.2032,0.1743,4.3259,0.0931,0
3.0488,0.0992,0.0372,0.1699,0.1073,1.872,0.0882,0
0.6465,0.0173,0.0897,0.1861,0.3457,2.7204,0.0376,0
3.8926,0.0,0.0568,0.1215,0.1642,4.6423,0.0876,0
9.9446,0.2323,0.1098,0.2286,0.147,4.5198,0.2493,1
4.9614,0.1032,0.1053,0.4372,0.38,12.0,0.284,1
3.0568,0.0726,0.1269,0.132,0.1252,1.0841,0.0218,0
10.4248,0.0339,0.1177,0.05,0.0997,1.9555,0.0287,0
22.0,0.2468,0.0513,0.36,0.344,9.8443,0.2557,1
5.7748,0.3434,0.1208,0.1823,0.2915,2.8689,0.0236,1
9.2293,0.0003,0.1431,0.0948,0.3287,6.9711,0.0535,0
7.6715,0.0336,0.1195,0.4293,0.3937,27.0937,0.2,1
5.7843,0.0913,0.079,0.1934,0.1628,5.1505,0.0371,0
10.5411,0.3227,0.0269,0.1948,0.2399,2.9783,0.1266,1
31.779,0.2848,0.0901,0.38,0.4109,22.1,0.3658,1
3.9791,0.0052,0.1014,0.1414,0.1389,0.0,0.0228,0
8.1572,0.1454,0.1454,0.5371,0.5384,14.4846,0.2,1
42.7275,0.22,0.1481,0.38,0.5427,21.1256,0.4398,1
0.0,0.0274,0.2,0.2128,0.1735,5.9471,0.0584,0
30.3353,0.2732,0.1011,0.7364,0.7375,22.7152,0.2768,1
8.7538,0.0798,0.0566,0.1913,0.1793,3.9819,0.0659,0
0.0,0.0048,0.1352,0.2104,0.1975,6.8113,0.0106,0
6.6887,0.063,0.0868,0.131,0.3167,6.8557,0.0634,0
4.1455,0.118,0.0956,0.1252,0.1527,0.2192,0.0079,0
2.0362,0.0613,0.1357,0.0789,0.1784,2.4153,0.0464,0
12.0,0.0,0.0757,0.2965,0.1004,6.2765,0.0617,0
1.8867,0.0404,0.0622,0.2257,0.1181,4.8744,0.0061,0
8.6397,0.0233,0.1817,0.2067,0.2226,0.0,0.0817,0
11.8765,0.0478,0.1678,0.1577,0.1533,1.4239,0.0652,0
3.9461,0.0317,0.109,0.1382,0.1551,6.3728,0.0,0
6.1506,0.0353,0.1488,0.2443,0.0717,5.045,0.1297,0
4.7533,0.048,0.1488,0.102,0.1481,3.6629,0.0915,0
29.8316,0.2094,0.0674,0.121,0.1239,6.467,0.203,1
7.121,0.0689,0.1123,0.2379,0.0986,1.8834,0.0176,0
9.4746,0.0391,0.0623,0.1864,0.1474,2.5768,0.0483,0
10.5511,0.0,0.0139,0.0617,0.2444,3.27,0.0163,0
11.6473,0.0938,0.1177,0.6611,0.5272,12.0,0.229,1
7.1558,0.0,0.1423,0.1386,0.2127,3.2278,0.0409,0
8.0469,0.2579,0.0775,0.2893,0.2284,4.9111,0.0616,1
19.3321,0.2318,0.1268,0.2145,0.0683,0.0,0.0991,1
2.5232,0.0881,0.0715,0.2697,0.0858,8.7941,0.0062,0
28.0,0.3215,0.1425,0.5564,0.6925,16.7192,0.4672,1
10.9397,0.0901,0.1133,0.38,0.38,12.0,0.2,1
6.5107,0.074,0.1025,0.5258,0.4869,12.0,0.2539,1
28.3782,0.3639,0.138,0.7051,0.4902,16.4165,0.3109,1
2.6428,0.075,0.1743,0.2115,0.1386,4.6108,0.0859,0
3.3939,0.0,0.1306,0.2969,0.151,0.0,0.0413,0
12.7182,0.0688,0.1241,0.4646,0.4023,20.4381,0.3337,1
6.0394,0.1536,0.0641,0.1639,0.198,0.3524,0.0667,0
33.0499,0.238,0.0047,0.1289,0.36,10.0064,0.2,1
15.6187,0.075,0.0943,0.38,0.5853,22.5627,0.2279,1
10.5684,0.1242,0.1091,0.5586,0.547,16.3155,0.3927,1
12.2748,0.096,0.1095,0.5144,0.38,13.6027,0.2238,1
6.694,0.3582,0.0906,0.2716,0.1606,4.4018,0.2241,1
7.9305,0.0757,0.0987,0.4662,0.5267,12.3603,0.2869,1
1.782,0.0366,0.1017,0.1325,0.1238,7.6301,0.0,0
31.1325,0.464,0.1771,0.5113,0.38,17.7146,0.3292,1
1.7847,0.0471,0.0789,0.1622,0.1274,5.8585,0.0174,0
22.0,0.2106,0.1501,0.2052,0.2159,6.0694,0.2397,1
28.0,0.3311,0.0301,0.655,0.4349,16.8352,0.4403,1
43.1394,0.3132,0.057,0.3897,0.619,15.6033,0.3024,1
7.6835,0.2539,0.1008,0.0544,0.3251,1.1465,0.0947,1
2.8552,0.0248,0.0851,0.1667,0.1792,5.1939,0.0546,0
5.909,0.0584,0.0267,0.2702,0.1814,0.0,0.057,0
11.81,0.4047,0.1573,0.0672,0.2187,2.8608,0.1955,1
0.8586,0.0008,0.1187,0.2568,0.136,4.5207,0.0845,0
28.0,0.3648,0.1234,0.5177,0.6583,12.9276,0.3957,1
34.0691,0.2382,0.1505,0.2317,0.3094,5.7269,0.3066,1
7.2903,0.0282,0.1014,0.1464,0.2277,0.5915,0.0551,0
5.8517,0.0224,0.0488,0.0815,0.2292,3.8309,0.102,0
28.0,0.3703,0.0688,0.5343,0.4864,15.1441,0.2264,1
0.0,0.0396,0.1303,0.2163,0.1777,6.5954,0.0425,0
6.7368,0.22,0.084,0.097,0.2281,2.9888,0.223,1
6.787,0.0527,0.0912,0.5291,0.38,17.4264,0.2045,1
0.7098,0.089,0.1207,0.1061,0.07,4.5964,0.0378,0
36.9581,0.3034,0.1236,0.5577,0.4163,16.5628,0.407,1
0.0,0.0491,0.1355,0.1875,0.1973,1.4079,0.0763,0
5.8692,0.0991,0.0537,0.38,0.5704,12.0,0.2769,1
6.194,0.0131,0.131,0.1061,0.0876,2.275,0.004,0
3.5717,0.0267,0.1021,0.1657,0.2295,3.2258,0.0541,0
13.6598,0.3165,0.0733,0.2451,0.1029,4.0366,0.0571,1
10.0644,0.0592,0.0657,0.1236,0.1214,3.6052,0.0654,0
28.0,0.2366,0.1601,0.38,0.8308,18.7796,0.2571,1
6.9942,0.07,0.1447,0.1075,0.35,0.8389,0.076,0
5.1683,0.0996,0.1827,0.1492,0.1771,3.1498,0.0677,0
12.0,0.0803,0.0001,0.2084,0.208,3.7051,0.0289,0
30.7332,0.2799,0.0764,0.1762,0.2534,5.8795,0.2,1
9.0711,0.0251,0.1353,0.2252,0.1736,2.2739,0.01,0
3.0438,0.0729,0.1384,0.2475,0.1815,5.0762,0.0166,0
22.0,0.173,0.1483,0.1879,0.1725,5.2262,0.2519,1
12.0,0.0155,0.0815,0.05,0.2133,3.7902,0.06,0
0.6196,0.0473,0.1874,0.2993,0.0775,0.7857,0.0144,0
22.0,0.1945,0.0694,0.2426,0.2662,3.3719,0.2338,1
39.0182,0.2428,0.1628,0.5482,0.4892,16.9855,0.2,1
10.5003,0.0995,0.1016,0.4769,0.5362,21.2359,0.3127,1
10.7416,0.3343,0.165,0.1957,0.1626,0.6608,0.124,1
14.6804,0.0692,0.1043,0.4757,0.5394,12.0,0.3545,1
10.32,0.4238,0.1201,0.2025,0.1486,3.1462,0.2138,1
8.493,0.0,0.04,0.1668,0.1646,2.0395,0.1062,0
4.9788,0.0335,0.0406,0.2008,0.1362,3.1581,0.0148,0
28.0,0.3212,0.1005,0.6457,0.72,12.5038,0.3474,1
4.1411,0.0836,0.0961,0.1201,0.1687,2.9898,0.0609,0
6.8748,0.0,0.0423,0.5219,0.5785,15.1227,0.2203,1
6.3814,0.0272,0.1167,0.2657,0.1543,3.7414,0.0963,0
33.7076,0.3274,0.0872,0.38,0.3893,12.0,0.3418,1
9.2014,0.0385,0.1432,0.1826,0.2067,0.3562,0.0391,0
8.3736,0.0203,0.1111,0.1895,0.1912,4.0329,0.0287,0
7.3559,0.2833,0.1221,0.2707,0.0808,1.665,0.2444,1
22.0,0.157,0.0749,0.3146,0.2703,9.6716,0.2,1
5.0441,0.0951,0.1071,0.1775,0.05,5.0257,0.1034,0
3.0923,0.0779,0.0423,0.5453,0.4086,13.278,0.2724,1
6.1706,0.0,0.1661,0.1587,0.1236,3.9573,0.0547,0
4.3876,0.064,0.061,0.1513,0.148,4.2416,0.1255,0
10.1637,0.121,0.0864,0.35,0.1073,2.2311,0.0692,0
4.8798,0.0401,0.1645,0.5185,0.4746,17.9912,0.4572,1
6.15,0.0293,0.0752,0.4821,0.6094,12.0,0.2655,1
7.6615,0.0777,0.058,0.2569,0.05,0.0,0.0,0
31.77,0.1754,0.2,0.1324,0.1968,2.1156,0.2,1
3.1499,0.1141,0.0753,0.5167,0.448,12.0,0.3052,1
1.9353,0.0435,0.0927,0.2366,0.1753,7.1323,0.0526,0
29.5853,0.2253,0.1234,0.1817,0.2821,2.0618,0.2779,1
6.9981,0.0943,0.1473,0.1374,0.2489,3.8318,0.0,0
16.2414,0.1104,0.0666,0.38,0.4376,20.3838,0.3012,1
1.7724,0.0139,0.0712,0.2151,0.1841,1.3025,0.1007,0
1.2279,0.0823,0.15,0.1458,0.2076,0.0,0.0249,0
3.5957,0.0,0.1781,0.0621,0.3051,0.456,0.0,0
3.5465,0.074,0.1533,0.1895,0.1972,5.8454,0.0,0
28.1673,0.3416,0.1097,0.5055,0.4877,12.8969,0.285,1
8.3553,0.2472,0.0357,0.2317,0.0804,3.3033,0.106,1
9.2217,0.22,0.0833,0.1883,0.05,4.7782,0.1917,1
7.2153,0.0663,0.0922,0.1608,0.2429,1.5182,0.1322,0
4.5017,0.0049,0.105,0.0993,0.2015,2.3041,0.0329,0
6.1279,0.3587,0.1361,0.2058,0.2051,3.984,0.1933,1
22.0,0.2175,0.1039,0.1142,0.2352,4.9683,0.2,1
8.2749,0.1309,0.1477,0.1713,0.1343,4.8926,0.0614,0
5.5928,0.0601,0.0976,0.1875,0.1697,2.8392,0.0805,0
7.1868,0.114,0.1163,0.4979,0.5102,12.0,0.351,1
9.0577,0.0685,0.1336,0.1771,0.1308,1.9749,0.0379,0
7.686,0.0882,0.0381,0.1986,0.069,1.061,0.0892,0
32.727,0.3328,0.1083,0.4313,0.4427,12.0,0.4395,1
5.171,0.06,0.1044,0.156,0.0579,7.3608,0.05,0
11.4097,0.2879,0.1122,0.1647,0.3495,2.0771,0.1518,1
2.3803,0.0283,0.0941,0.1948,0.1324,3.0056,0.0143,0
9.3613,0.0895,0.1412,0.2017,0.1969,1.6414,0.0575,0
4.3459,0.0372,0.0602,0.1609,0.2109,0.7434,0.0275,0
4.3128,0.0475,0.0845,0.2878,0.2406,2.4766,0.1102,0
0.9996,0.0572,0.1175,0.1472,0.1549,5.1268,0.0317,0
0.6676,0.0804,0.1351,0.1115,0.2513,9.5171,0.0781,0
5.7576,0.036,0.019,0.1765,0.1545,3.6087,0.0761,0
32.2902,0.4638,0.0401,0.552,0.6655,12.0,0.2705,1
28.0,0.3105,0.0907,0.8333,0.5688,16.7436,0.3589,1
6.0364,0.0748,0.1417,0.1606,0.1,0.0,0.0,0
25.9299,0.1351,0.071,0.2799,0.2364,2.103,0.2,1
10.338,0.0635,0.1262,0.38,0.38,23.7987,0.2,1
26.7729,0.198,0.1021,0.36,0.1902,4.5974,0.2703,1
1.113,0.0,0.1029,0.0889,0.1821,7.0002,0.0089,0
23.1022,0.1909,0.1265,0.2504,0.3078,4.4454,0.309,1
28.3617,0.22,0.1421,0.4738,0.6923,16.9124,0.2991,1
41.6272,0.3788,0.0597,0.38,0.3939,18.4459,0.2773,1
8.9643,0.0997,0.0726,0.6249,0.5253,12.0,0.3964,1
2.7009,0.0615,0.1377,0.2564,0.2756,4.5584,0.0,0
4.3947,0.0245,0.0303,0.1355,0.1946,5.6449,0.019,0
4.4355,0.0307,0.0708,0.1036,0.1173,3.7642,0.0104,0
7.5992,0.336,0.0492,0.1885,0.1538,5.9766,0.1851,1
6.3206,0.0827,0.0909,0.1848,0.3019,3.4162,0.037,0
23.1298,0.2037,0.144,0.1767,0.2571,4.6917,0.2,1
6.7028,0.0,0.0569,0.2638,0.1971,1.3775,0.039,0
4.0914,0.0569,0.0604,0.2524,0.1203,0.0,0.0606,0
3.1705,0.1222,0.1426,0.1568,0.2634,0.0,0.0402,0
5.225,0.0286,0.0661,0.1947,0.0802,0.0,0.0303,0
36.8922,0.1131,0.133,0.2506,0.2122,5.9565,0.2,1
9.6109,0.0693,0.1009,0.1895,0.2004,3.0077,0.0869,0
22.0,0.2276,0.1057,0.1137,0.2206,1.4199,0.2336,1
2.455,0.0772,0.0268,0.0771,0.2411,9.1497,0.066,0
22.0,0.1,0.1006,0.05,0.2217,6.0955,0.2,1
28.4922,0.2408,0.1207,0.66,0.7093,19.3152,0.4842,1
11.3986,0.2327,0.0852,0.2104,0.1137,3.4512,0.1033,1
32.2277,0.2226,0.0698,0.4483,0.4524,17.998,0.4196,1
4.6069,0.0722,0.107,0.1341,0.0955,1.6021,0.0715,0
28.0,0.2465,0.0638,0.7023,0.4834,23.1217,0.5063,1
5.1818,0.0523,0.1089,0.2068,0.2634,3.3396,0.0108,0
7.132,0.0201,0.0791,0.1685,0.1965,6.9213,0.0344,0
28.0,0.4378,0.1067,0.6304,0.6706,17.3079,0.3498,1
22.0,0.1709,0.114,0.2525,0.2881,3.4922,0.2857,1
2.6798,0.051,0.0,0.2009,0.2843,4.0229,0.0,0
8.339,0.0,0.1667,0.2087,0.1466,2.3817,0.0985,0
5.8469,0.0213,0.0485,0.1388,0.194,3.543,0.0,0
28.0,0.2291,0.034,0.759,0.6459,26.4219,0.3276,1
4.1286,0.0071,0.117,0.2211,0.2712,0.0,0.0617,0
31.2686,0.2404,0.1148,0.3097,0.1,4.7498,0.2,1
24.4493,0.1177,0.062,0.183,0.1157,5.4821,0.2432,1
31.3203,0.3753,0.1957,0.632,0.509,12.7303,0.4438,1
10.972,0.1531,0.1675,0.6291,0.38,19.5355,0.236,1
5.2566,0.112,0.1148,0.231,0.0881,4.5103,0.1099,0
5.6722,0.0475,0.0973,0.182,0.1742,5.8931,0.0555,0
25.6417,0.1846,0.0448,0.2508,0.1191,4.8232,0.2887,1
2.0917,0.0875,0.0787,0.1701,0.2797,5.5773,0.0832,0
1.5743,0.0071,0.1403,0.1015,0.1375,5.9064,0.0485,0
28.0,0.4216,0.0417,0.4579,0.38,25.0215,0.2796,1
31.1153,0.3995,0.0609,0.5009,0.5146,20.9141,0.5108,1
7.1281,0.0844,0.1692,0.38,0.5938,12.0,0.3154,1
29.3916,0.22,0.2,0.4066,0.4629,14.5009,0.4743,1
5.3477,0.0754,0.1512,0.1909,0.05,8.3025,0.042,0
28.0,0.22,0.1067,0.46,0.4197,12.0,0.3983,1
4.2331,0.0579,0.1078,0.0711,0.1471,1.0128,0.0,0
40.5901,0.393,0.112,0.5183,0.6291,14.1706,0.4491,1
0.0,0.0585,0.0764,0.1606,0.1755,5.6203,0.0622,0
12.4738,0.2855,0.1278,0.2858,0.1336,6.7059,0.0307,1
9.334,0.0425,0.1192,0.0633,0.2666,3.8319,0.0364,0
22.0,0.188,0.043,0.1931,0.1437,4.855,0.2547,1
8.1234,0.0961,0.0887,0.6211,0.4274,12.0,0.2,1
4.6859,0.0848,0.0757,0.05,0.1937,5.4715,0.1136,0
3.8788,0.0408,0.0793,0.0932,0.2703,1.4143,0.0214,0
34.0341,0.22,0.1264,0.4577,0.5268,19.455,0.3248,1
6.1295,0.0615,0.1183,0.1891,0.05,0.0,0.0342,0
5.8961,0.0506,0.0817,0.0822,0.2368,5.2852,0.0667,0
33.482,0.2883,0.1389,0.1963,0.1902,6.8492,0.3649,1
30.8078,0.2122,0.0728,0.1865,0.2078,8.1712,0.2207,1
7.7112,0.1026,0.1575,0.2305,0.1568,0.0,0.0399,0
36.5723,0.4054,0.165,0.4636,0.5746,29.732,0.5508,1
28.0,0.3771,0.0521,0.4355,0.462,13.5121,0.3429,1
30.2684,0.22,0.0431,0.4217,0.6567,25.8383,0.4409,1
12.3682,0.1211,0.0756,0.4225,0.4527,12.0,0.3363,1
1.4202,0.0048,0.1321,0.1723,0.2026,1.8856,0.0467,0
12.7504,0.1041,0.0396,0.38,0.38,21.6935,0.3241,1
0.0,0.0416,0.1516,0.1887,0.2378,1.5852,0.0209,0
28.0,0.2657,0.2,0.6369,0.38,15.6048,0.2208,1
8.7292,0.006,0.0526,0.2178,0.1419,1.7677,0.0943,0
30.6249,0.2913,0.1834,0.4347,0.6271,19.4864,0.2,1
1.765,0.136,0.108,0.6597,0.4921,15.0884,0.2311,1
4.6254,0.0,0.1436,0.1663,0.0973,2.8969,0.0813,0
2.551,0.0708,0.1063,0.1714,0.1682,1.0496,0.0462,0
12.0745,0.1001,0.0844,0.5654,0.4632,19.4357,0.2234,1
31.9184,0.267,0.0794,0.5985,0.5287,17.4201,0.4068,1
2.9021,0.1146,0.1476,0.2762,0.0793,2.4031,0.0073,0
14.3575,0.3117,0.1384,0.2133,0.1935,2.2798,0.1887,1
22.0,0.1446,0.0826,0.2278,0.2354,1.0003,0.2,1
11.5492,0.0498,0.1344,0.6718,0.6739,12.0,0.3466,1
22.0,0.1363,0.0,0.1769,0.2427,11.0,0.2495,1
3.9179,0.1744,0.1205,0.2557,0.1711,4.9952,0.0,0
5.0901,0.0839,0.1144,0.38,0.4435,18.4971,0.2107,1
6.7266,0.0855,0.1041,0.1511,0.2042,5.8042,0.0809,0
8.5675,0.0488,0.1077,0.6208,0.4784,12.0,0.2,1
6.3092,0.044,0.0563,0.0851,0.2477,2.0612,0.0193,0
12.0,0.0994,0.1398,0.2912,0.0874,3.5901,0.0375,0
12.73,0.3363,0.0979,0.1119,0.2861,3.9926,0.2655,1
9.6487,0.0286,0.0733,0.2154,0.2537,0.8009,0.0501,0
15.8213,0.0204,0.1893,0.5181,0.3823,19.118,0.2597,1
10.2042,0.0174,0.1375,0.38,0.41,12.0,0.2963,1
40.284,0.242,0.0715,0.479,0.7002,22.9957,0.3327,1
4.7809,0.0284,0.0614,0.35,0.2223,5.984,0.0643,0
6.8543,0.029,0.1352,0.1681,0.0574,0.0,0.0813,0
13.0278,0.3063,0.0705,0.2254,0.2062,3.8127,0.1055,1
0.7663,0.0319,0.1414,0.107,0.3074,6.1731,0.0,0
22.0,0.2682,0.0876,0.3422,0.1577,4.3969,0.2,1
29.5974,0.1101,0.1613,0.1748,0.2102,0.6495,0.2,1
0.0,0.0573,0.1242,0.1866,0.1789,1.2247,0.02,0
5.7982,0.0731,0.0693,0.5568,0.4606,12.2248,0.2931,1
6.0449,0.1158,0.1215,0.38,0.6203,12.0,0.2435,1
9.1673,0.0033,0.141,0.05,0.1163,2.2822,0.0113,0
23.483,0.1244,0.131,0.3044,0.2344,7.2712,0.2423,1
28.0,0.3929,0.0668,0.5684,0.6325,12.0,0.3567,1
31.4968,0.3156,0.0867,0.5161,0.38,12.1154,0.3286,1
22.0,0.2919,0.0548,0.0653,0.1775,3.8688,0.1327,1
8.5307,0.1381,0.0325,0.3838,0.5382,12.0,0.2883,1
25.067,0.2032,0.0764,0.1641,0.139,6.5712,0.2461,1
0.0,0.0192,0.0817,0.1725,0.2553,4.5734,0.0463,0
5.2593,0.0,0.1356,0.218,0.1572,5.124,0.0,0
22.0,0.1221,0.1043,0.2863,0.1935,3.8998,0.2,1
5.6526,0.0073,0.0498,0.1824,0.1837,4.2997,0.0,0
14.2783,0.0858,0.0508,0.5389,0.5838,12.0,0.2,1
4.7394,0.0399,0.0252,0.1213,0.1291,2.8779,0.0668,0
13.2251,0.0356,0.064,0.6777,0.4846,17.5542,0.3225,1
2.1276,0.0257,0.0722,0.147,0.0727,4.6571,0.0927,0
5.9835,0.0628,0.0749,0.05,0.2814,2.8554,0.0508,0
12.0,0.0238,0.1255,0.1635,0.35,5.0251,0.0326,0
12.3005,0.0803,0.0679,0.3892,0.5258,19.9863,0.2,1
7.7741,0.2943,0.1071,0.2518,0.1428,0.0,0.1583,1
1.1382,0.0318,0.1604,0.0577,0.2404,4.6982,0.0265,0
6.8118,0.1147,0.0602,0.248,0.1099,1.2372,0.0729,0
2.543,0.0558,0.1198,0.2482,0.1997,3.512,0.1106,0
5.4063,0.0221,0.0924,0.4461,0.51,26.6365,0.2,1
2.628,0.0,0.1328,0.2301,0.1855,4.3272,0.0987,0
3.2863,0.1465,0.1353,0.38,0.5293,16.7494,0.2705,1
5.7293,0.0494,0.0324,0.1512,0.2212,6.1667,0.1073,0
4.251,0.0236,0.0876,0.234,0.1619,2.5719,0.0011,0
2.0356,0.0861,0.1097,0.2457,0.1284,0.187,0.0343,0
6.0844,0.0298,0.1338,0.3006,0.05,3.48,0.0421,0
22.0,0.2456,0.1519,0.2236,0.2644,6.2011,0.2,1
10.2392,0.0637,0.1451,0.5359,0.5754,20.318,0.2387,1
5.1234,0.0614,0.1759,0.1079,0.0911,7.0927,0.0484,0
6.6614,0.028,0.0814,0.1639,0.1119,4.9183,0.0786,0
5.989,0.1089,0.1278,0.2109,0.2006,2.8781,0.0572,0
6.6584,0.1027,0.1044,0.1141,0.1157,0.0,0.073,0
8.5336,0.22,0.1567,0.2156,0.2526,4.1086,0.196,1
7.9742,0.0317,0.0434,0.3986,0.38,17.7207,0.2,1
11.1329,0.0574,0.094,0.0503,0.1172,6.8208,0.1136,0
28.8126,0.2587,0.087,0.7178,0.38,12.6828,0.2351,1
28.1323,0.1742,0.0933,0.2587,0.2377,2.6111,0.2,1
2.6837,0.088,0.1074,0.0844,0.1271,3.525,0.0165,0
35.5522,0.2347,0.0777,0.6726,0.452,19.7638,0.2445,1
4.8697,0.0317,0.1568,0.1622,0.2974,0.0,0.0044,0
42.0979,0.2962,0.1052,0.4615,0.4507,15.8094,0.2689,1
0.0462,0.0427,0.0717,0.1649,0.1389,2.6778,0.0364,0
5.0735,0.0144,0.1167,0.1627,0.2301,3.3785,0.0,0
12.0,0.0375,0.1313,0.137,0.1823,0.46,0.0526,0
36.9736,0.3268,0.0646,0.7885,0.7153,24.0351,0.2339,1
11.1978,0.0628,0.1521,0.1416,0.1997,0.3307,0.0525,0
8.3234,0.0587,0.0738,0.2305,0.1484,4.088,0.0747,0
4.7917,0.0797,0.1018,0.2268,0.2341,4.7832,0.1097,0
10.9578,0.0811,0.0801,0.1818,0.2133,0.0,0.0183,0
40.6759,0.2221,0.1673,0.5772,0.7654,13.6663,0.3793,1
6.3486,0.1276,0.0248,0.1661,0.1695,6.639,0.0,0
25.2993,0.1756,0.1135,0.2443,0.2719,9.0782,0.2943,1
28.0,0.3627,0.0475,0.5136,0.4549,18.3984,0.4448,1
22.0,0.1289,0.0991,0.2295,0.1614,5.6557,0.2,1
12.0,0.0327,0.1206,0.1976,0.2414,0.8105,0.0317,0
39.7489,0.3797,0.0989,0.5156,0.5341,18.2924,0.2577,1
2.1222,0.0449,0.1282,0.1236,0.1152,2.8428,0.0126,0
6.2127,0.0303,0.1029,0.2121,0.0815,3.8635,0.0267,0
22.0,0.1186,0.1734,0.1932,0.2567,8.8522,0.2,1
2.8597,0.0424,0.1572,0.2374,0.1446,10.0,0.0227,0
28.0,0.22,0.0646,0.5428,0.4715,12.1845,0.4066,1
4.8854,0.0699,0.1149,0.1736,0.2405,4.9769,0.0362,0
4.5523,0.0111,0.0879,0.0961,0.2285,0.6777,0.0734,0
13.7106,0.2627,0.0043,0.1497,0.2581,1.6882,0.0986,1
2.206,0.0281,0.1063,0.1012,0.2267,0.7106,0.0009,0
12.0,0.1108,0.1119,0.2367,0.2515,1.634,0.0975,0
28.0,0.3901,0.1255,0.4495,0.5292,21.8473,0.2747,1
2.8861,0.0562,0.0986,0.1669,0.2207,3.2097,0.0,0
8.1059,0.2468,0.0872,0.1447,0.1559,1.5492,0.1504,1
30.5501,0.2601,0.0848,0.6631,0.7597,23.5211,0.2693,1
2.8131,0.1291,0.1129,0.2326,0.0702,2.5653,0.0,0
10.0464,0.0525,0.1254,0.4672,0.4416,13.0565,0.3153,1
28.9613,0.22,0.1171,0.4738,0.4082,21.9734,0.5177,1
11.6959,0.1334,0.0759,0.534,0.6718,12.0,0.3321,1
0.0,0.0503,0.109,0.5171,0.5542,22.6672,0.2,1
14.609,0.3108,0.1529,0.1573,0.1914,1.5099,0.2111,1
6.5037,0.1196,0.1234,0.2902,0.1738,2.7791,0.0829,0
9.1003,0.2382,0.0,0.05,0.1996,1.2448,0.1981,1
3.1498,0.0534,0.0649,0.1379,0.2343,2.5023,0.0809,0
2.7133,0.07,0.0707,0.104,0.225,3.7334,0.0104,0
4.0138,0.084,0.1192,0.0577,0.1495,2.6877,0.0239,0
10.717,0.0664,0.1123,0.3001,0.274,5.5549,0.0388,0
28.0,0.322,0.1217,0.4307,0.6802,19.7853,0.4345,1
